Borough,Neighborhood Latitude,Neighborhood Longitude,Name,Restaurant Latitude,Restaurant Longitude,Category_Names,Area (sq mi),Population_2019,Density,Median_Househols_Income,N_employees
Camden,51.529,0.1255,Pizza Hut,51.532487,0.1357,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,McDonald's,51.531836,0.136856,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,McDonald's,,,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Chequers Corner Brewers Fayre,51.531254,0.148215,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Savoy Cafe,51.534732,0.110621,Café,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Bamboo Garden,51.534843,0.110689,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,KFC,51.531206,0.145898,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Angies Kebab Cafe & Restaurant,51.539649,0.127823,"Cafes, Coffee, and Tea Houses",8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Balti Cottage,51.531856,0.14593,Indian Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Round House Chinese Take Away,51.541421,0.114078,Pizzeria,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Eastern Paradise,51.535405,0.102611,Indian Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Portugalia,51.533891,0.100127,Portuguese Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Chiquitos,51.532474,0.130474,Italian Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,"Friends, Prins Bernhardstraat 34, Asten",51.534914,0.118422,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Royal Delight,51.52724,0.113446,Fish and Chips Shop,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Rita's,51.532246,0.113034,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Royal Fish Bar,51.538956,0.128039,Fish and Chips Shop,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Temara Sunrise,51.539649,0.127823,"Cafes, Coffee, and Tea Houses",8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Pizza Franco,51.535121,0.110859,Pizzeria,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Keith Davis Cue Sports Club,51.539922,0.127899,Pool Hall,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Frankie & Benny's,51.53144,0.143845,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Chiquito Restaurant & Bar,51.53144,0.143845,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Popeyes Fish & Chicken Dagenham,51.54124,0.12715,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Mai May Chinese Take Away,51.52891,0.104766,Chinese Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Monsoon Grills,51.52891,0.104766,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Chiquito,51.537102,0.14219,Italian Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Best Fry Fish Bar,51.528992,0.104175,Fish and Chips Shop,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,The Roses,51.532034,0.146314,Bakery,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Choppydogg,51.520861,0.108441,Hot Dog Joint,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Nice Nice Cuisine,51.520856,0.108347,Café,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Sure Deal Limited,51.53161,0.14669,African Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Small Chops Nigerian Restaurant,51.531726,0.146674,African Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,3663 First for Foodservice,51.532577,0.104632,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Dhaka Tandoori,51.532076,0.147255,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Pro-Kes,51.53208,0.147349,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Sherry's Food,51.541297,0.113727,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,The Bengal,51.541417,0.113984,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Sultan of India,51.541417,0.113984,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Holee,51.541293,0.113633,Fish and Chips Shop,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Tuck in Cafe,51.532537,0.102502,Café,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Wade Exotictrade Tropicals,51.532585,0.102348,Seafood Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Fireaway Designer Pizza - Dagenham,51.53363,0.1511,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Ya Ko Yo,51.533928,0.15132,African Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Great Wall,51.533928,0.15132,Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Dixy Chicken,51.533877,0.15138,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Freddy's,51.534093,0.151311,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Ocean Fresh,51.53409,0.151328,Fish and Chips Shop,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Chung Wah,51.528837,0.098222,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Sakura,51.534736,0.151266,Japanese Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Moon Pizza,51.534577,0.151352,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Sticky Rice,51.523638,0.131009,Chinese Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Coleur Cafe,51.530176,0.113871,Café,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Favorite Chicken & Ribs,51.538894,0.126628,Fried Chicken Joint,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Mon Delices Cakes,51.539526,0.121339,Bakery,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Dixy Chicken,51.538646,0.114849,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Massala Parlour,51.541365,0.114044,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,British Bakeries,51.521163,0.145964,Food and Beverage Service,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Max's Cafe,51.541735,0.112622,Café,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Brothers Cafe,51.525063,0.100855,Café,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Pizza Hut,51.513086,0.126923,Fast Food Restaurant,8.4,270029,12.035,36.053,382.785
Camden,51.529,0.1255,Chasing Dragon,51.533877,0.15138,Chinese Restaurant,8.4,270029,12.035,36.053,382.785
Croydon,51.3714,0.0977,Xian,51.373928,0.097727,Cantonese Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Primo Caffe,51.373983,0.097761,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Hisar Meze Bar,51.378719,0.102017,Bar,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Finch House Cafe & Bakery,51.375601,0.098839,Bakery,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Pato Lounge,51.377158,0.099788,Lounge,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Fiesta Mexicana,51.379001,0.102281,Mexican Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,KFC,51.377676,0.100468,Fast Food Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,McDonald's,51.374116,0.098298,Fast Food Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Olive Tree Restaurant,51.37462,0.098697,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Miso,51.375292,0.099198,Noodle Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Ephesus Restaurant,51.375237,0.099164,Mediterranean Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,easyCoffee,51.376109,0.100517,Coffee Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Orpington GPO,51.376662,0.099577,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,The Daily Grind,51.373067,0.089446,Coffee Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Creams Cafe Orpington,51.376464,0.10119,Dessert Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Cow & Pig,51.376948,0.10112,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Puccino's,51.373418,0.088839,Coffee Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Scotts Pie & Mash,51.377195,0.101818,English Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,The Orpington,51.377419,0.100768,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Tom Bell,51.364396,0.110714,Fish and Chips Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,No Name Cafe,51.360738,0.088414,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Bamboo,51.360721,0.088039,Chinese Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Seabream Fish Bar,51.360216,0.08764,Fish and Chips Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Mo's Fish & Chips,51.379595,0.079461,Fish and Chips Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Windsor Fish Bar,51.3563,0.105141,Fish and Chips Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,The Croft Tea Room,51.38648,0.113412,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Gourmet Inn,51.372686,0.097792,Chinese Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,King Palace,51.373482,0.097456,Chinese Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Orpington Kebab Centre,51.373534,0.097396,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Tonys Italian Bar & Grill,51.373872,0.097694,Italian Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Loog Bua,51.373928,0.097727,Thai Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Sanctuary Cafe,51.372539,0.093322,"Cafes, Coffee, and Tea Houses",33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,The Mirage,51.374342,0.098528,American Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Dallas Chicken & Pizza - Orpington,51.37446,0.0985,Fast Food Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Masala Dabbas,51.374651,0.098168,Indian Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,The Olive Tree,51.374626,0.098534,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Sel's Kebab,51.37233,0.09175,Fast Food Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Jenny's,51.375271,0.098729,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Italian Restaurant,51.375879,0.099008,"Cafes, Coffee, and Tea Houses",33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Adil Catering,51.376272,0.099339,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Dean's Diner,51.377085,0.100565,Burger Joint,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,MinI Greek Meze,51.377354,0.100211,Greek Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,The Greek Meze,51.377359,0.10064,Greek Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Attica,51.377449,0.100239,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Sabiha,51.377449,0.100239,Fast Food Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Morelli's,51.3772,0.101912,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Haziri Restaurant,51.37754,0.10058,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Makcari's,51.37726,0.10204,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Fiuggi Restaurants Limited,51.373081,0.087356,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Vibe Turkish Restaurant,51.377585,0.102056,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Osteria Da Fabrizio,51.375887,0.099196,Italian Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Shimla Pink,51.373983,0.097761,Indian Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Domino's Pizza,51.374581,0.098339,Pizzeria,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Joy Kitchen,51.374039,0.097795,Indonesian Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,A Mano Coffee Bar & Kitchen,51.374993,0.098559,Coffee Shop,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Greggs,51.377752,0.100972,Bakery,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Nando's,51.377418,0.101954,Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,The Best Kebab Ye,51.379865,0.103446,Fast Food Restaurant,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Wild Bean Café,51.364242,0.110893,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Tile Farm Food & Wine,51.367141,0.081639,Post Office,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Crescent Cafe,51.360323,0.087614,Café,33.41,386710,4.455,27.853,126.125
Croydon,51.3714,0.0977,Bread & Butter Chelsfield,51.356416,0.105302,Café,33.41,386710,4.455,27.853,126.125
Ealing,51.513,0.3089,The Dog & Partridge,51.498156,0.30433,Pub,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Good Food Place,51.511257,0.292553,Chinese Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,China Town,51.509248,0.283453,Chinese Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Fish 'n' Chick'n,51.509953,0.28352,Fish and Chips Shop,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Raj Tandoori Restaurant,51.510704,0.282154,Indian Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Talk Catering,51.510547,0.2987,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Woody's,51.512785,0.294225,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,The Prosecco Bar,51.517282,0.322507,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,The Garden Cafe,51.51045,0.293885,"Cafes, Coffee, and Tea Houses",21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Flower Garden Cafe,51.52273,0.297055,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Village Fish Bar,51.522575,0.295953,Fish and Chips Shop,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Voujon Express,51.522567,0.295766,Fast Food Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Shiva Tandoori Takeaway,51.522614,0.295612,Fast Food Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Lotus House,51.523498,0.297345,Fast Food Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Dragon Express,51.523478,0.296875,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Kams Chinese,51.52421,0.297601,Fast Food Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Wok of Bombay Indian Takeaway,51.524768,0.298036,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,The Regency Restaurant,51.4992,0.309818,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Freddy fazbear pizza,51.510739,0.286747,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,RBG Bar & Grill - Thurrock,51.498669,0.30748,Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Ten Bellys Burger Bar,51.509406,0.283367,Burger Joint,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Johns Fish Bar,51.503656,0.286504,Fish and Chips Shop,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Bikash,51.509283,0.281736,Indian Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Grays Harvester,51.495817,0.303896,English Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,KUSHI Ockendon,51.509192,0.281457,Indian Restaurant,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Mister Softee's Icecream Van,51.508798,0.307041,Food Truck,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Woody’s,51.512952,0.294328,Café,21.44,341806,6.157,29.918,137.725
Ealing,51.513,0.3089,Domino's Pizza,51.509718,0.281821,Pizzeria,21.44,341806,6.157,29.918,137.725
Enfield,51.6538,0.0799,Nando's,51.645803,0.054062,Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Foresters Arms,51.659184,0.06255,Beer Bar,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Gail's Bakery Loughton,51.646127,0.054077,Bakery,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,The Olive Tree,51.649481,0.056686,Greek Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Wildwood,51.648614,0.056613,Pizzeria,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Subway,51.647304,0.082146,Fast Food Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Zizzi,51.650794,0.058318,Italian Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Nick's Fish Bar,51.656344,0.076593,Fish and Chips Shop,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Subway,51.649532,0.056625,Fast Food Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,PizzaExpress,51.6489,0.056971,Pizzeria,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,The Last Post,51.647262,0.055324,Pub,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Freshwaters Fine Foods & Ingredients,51.647541,0.083851,Café,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Domino's Pizza,51.650095,0.057154,Pizzeria,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Elkaz Taverna & Restaurant,51.648194,0.083977,Turkish Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,The Chinaman,51.648119,0.071176,Chinese Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Belgique,51.647003,0.054339,Café,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,The Black Deer,51.644294,0.070113,Pub,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Quindici,51.65126,0.057869,Italian Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Turquoise Grill x Bar,51.65021,0.057317,Turkish Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Plume of Feathers,51.655245,0.066281,Arts and Entertainment,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Fratelli Deli Cafe,51.648589,0.056047,Café,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Cakes & Shakes,51.648871,0.056311,Bakery,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Cafe De Vivaldi,51.64921,0.057896,Café,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Wing Shack Co,51.648756,0.056149,Wings Joint,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,8 Rocks,51.648534,0.056013,Deli,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,KFC Loughton,51.647714,0.055785,Fast Food Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Greens Steakhouse,51.647344,0.054732,Steakhouse,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,The Wagon Boulangerie,51.646721,0.054075,Café,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Wimpy,51.64661,0.054006,Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Bengal Spice,51.646427,0.053527,Indian Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Patisserie & Coffee Shop,51.647473,0.083534,Café,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Golden Anchor,51.647286,0.08296,Fish and Chips Shop,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Efezade Mezze Grill,51.647052,0.082541,Mediterranean Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Green Owl Canteen,51.646992,0.082413,Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,5 Spice,51.660797,0.077217,Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Wimpy,51.646612,0.082363,Burger Joint,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Favorite Fried Chicken,51.646552,0.082235,Fast Food Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Golden Lion Hotel,51.648807,0.070864,Bar,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Chinese Takeaway,51.648123,0.07127,Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Perfect Choice,51.648115,0.071081,Fast Food Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Cafe Mosaic,51.656568,0.06691,Café,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Cafe Moziac,51.656568,0.06691,Coffee Shop,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Pak Choi Loughton Chinese & Malaysian Restaurant & Takeaways,51.647463,0.054989,Asian Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,The Hive Loughton,51.644377,0.083101,"Cafes, Coffee, and Tea Houses",31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Takeaway Genie,51.646046,0.089173,Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,"SPARTA , Charcoal Grill",51.645567,0.089338,Restaurant,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Brunch Loughton,51.645013,0.088997,Sports Bar,31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Eat in House Cafe,51.644894,0.08874,"Cafes, Coffee, and Tea Houses",31.74,333794,4.13,27.946,106.925
Enfield,51.6538,0.0799,Pron to Pizza,51.644756,0.089298,Pizzeria,31.74,333794,4.13,27.946,106.925
